ID #,State #,District #,State,First Name,Last Name,Party,State and District,Year Entering Congress,Birth Date,Chamber,Gender,Twitter Account,Facebook Account,Wikipedia Data,Congress.gov
504,35,69,Ohio,Rob,Portman,Republican,Ohio,2011,"December 19, 1955",Senator,Male,https://www.twitter.com/robportman,https://www.facebook.com/senrobportman,https://en.wikipedia.org/wiki/Rob_Portman,https://www.congress.gov/member/rob-portman/P000449
505,35,70,Ohio,Sherrod,Brown,Democratic,Ohio,2007,"November 9, 1952",Senator,Male,https://www.twitter.com/SenSherrodBrown,https://www.facebook.com/sherrod/,https://en.wikipedia.org/wiki/Sherrod_Brown,https://www.congress.gov/member/sherrod-brown/B000944
506,36,71,Oklahoma,James,Lankford,Republican,Oklahoma,2015,"March 4, 1968",Senator,Male,https://www.twitter.com/SenatorLankford,https://www.facebook.com/SenatorLankford,https://en.wikipedia.org/wiki/James_Lankford,https://www.congress.gov/member/james-lankford/L000575
507,36,72,Oklahoma,Jim,Inhofe,Republican,Oklahoma,1994,"November 17, 1934",Senator,Male,https://www.twitter.com/jiminhofe,https://www.facebook.com/jiminhofe,https://en.wikipedia.org/wiki/Jim_Inhofe,https://www.congress.gov/member/jim-inhofe/I000024
508,37,73,Oregon,Jeff,Merkley,Democratic,Oregon,2009,"October 24, 1956",Senator,Male,https://www.twitter.com/SenJeffMerkley,https://www.facebook.com/jeffmerkley,https://en.wikipedia.org/wiki/Jeff_Merkley,https://www.congress.gov/member/jeff-merkley/M001176
509,37,74,Oregon,Ron,Wyden,Democratic,Oregon,1996,"May 3, 1949",Senator,Male,https://www.twitter.com/RonWyden,https://www.facebook.com/wyden/,https://en.wikipedia.org/wiki/Ron_Wyden,https://www.congress.gov/member/ron-wyden/W000779
510,38,75,Pennsylvania,Bob,Casey Jr.,Democratic,Pennsylvania,2007,"April 13, 1960",Senator,Male,https://www.twitter.com/SenBobCasey,https://www.facebook.com/SenatorBobCasey,https://en.wikipedia.org/wiki/Bob_Casey_Jr.,https://www.congress.gov/member/bob-casey/C001070
511,38,76,Pennsylvania,Pat,Toomey,Republican,Pennsylvania,2011,"November 17, 1961",Senator,Male,https://www.twitter.com/SenToomey,https://www.facebook.com/senatortoomey,https://en.wikipedia.org/wiki/Pat_Toomey,https://www.congress.gov/member/pat-toomey/T000461
512,39,77,Rhode Island,Jack,Reed,Democratic,Rhode Island,1997,"November 12, 1949",Senator,Male,https://www.twitter.com/SenJackReed,https://www.facebook.com/senjackreed,https://en.wikipedia.org/wiki/Jack_Reed_(politician),https://www.congress.gov/member/john-reed/R000122
513,39,78,Rhode Island,Sheldon,Whitehouse,Democratic,Rhode Island,2007,"October 20, 1955",Senator,Male,https://www.twitter.com/SenWhitehouse,https://www.facebook.com/SenatorWhitehouse,https://en.wikipedia.org/wiki/Sheldon_Whitehouse,https://www.congress.gov/member/sheldon-whitehouse/W000802
514,40,79,South Carolina,Lindsey,Graham,Republican,South Carolina,2003,"July 9, 1955",Senator,Male,https://www.twitter.com/GrahamBlog,https://www.facebook.com/USSenatorLindseyGraham,https://en.wikipedia.org/wiki/Lindsey_Graham,https://www.congress.gov/member/lindsey-graham/G000359
515,40,80,South Carolina,Tim,Scott,Republican,South Carolina,2013,"September 19, 1965",Senator,Male,https://www.twitter.com/SenatorTimScott,https://www.facebook.com/SenatorTimScott,https://en.wikipedia.org/wiki/Tim_Scott,https://www.congress.gov/member/tim-scott/S001184
516,41,81,South Dakota,John,Thune,Republican,South Dakota,2005,"January 7, 1961",Senator,Male,https://www.twitter.com/SenJohnThune,https://www.facebook.com/pg/johnthune/,https://en.wikipedia.org/wiki/John_Thune,https://www.congress.gov/member/john-thune/T000250
517,41,82,South Dakota,Mike,Rounds,Republican,South Dakota,2015,"October 24, 1954",Senator,Male,https://www.twitter.com/SenatorRounds,https://www.facebook.com/SenatorMikeRounds,https://en.wikipedia.org/wiki/Mike_Rounds,https://www.congress.gov/member/mike-rounds/R000605
518,42,83,Tennessee,Bob,Corker,Republican,Tennessee,2007,"August 24, 1952",Senator,Male,https://www.twitter.com/SenBobCorker,https://www.facebook.com/bobcorker/,https://en.wikipedia.org/wiki/Bob_Corker,https://www.congress.gov/member/bob-corker/C001071
519,42,84,Tennessee,Lamar,Alexander,Republican,Tennessee,2003,"July 3, 1940",Senator,Male,https://www.twitter.com/SenAlexander,https://www.facebook.com/senatorlamaralexander,https://en.wikipedia.org/wiki/Lamar_Alexander,https://www.congress.gov/member/lamar-alexander/A000360
520,43,85,Texas,John,Cornyn,Republican,Texas,2002,"February 2, 1952",Senator,Male,https://www.twitter.com/JohnCornyn,https://www.facebook.com/sen.johncornyn/,https://en.wikipedia.org/wiki/John_Cornyn,https://www.congress.gov/member/john-cornyn/C001056
521,43,86,Texas,Ted,Cruz,Republican,Texas,2013,"December 22, 1970",Senator,Male,https://www.twitter.com/SenTedCruz,https://www.facebook.com/SenatorTedCruz,https://en.wikipedia.org/wiki/Ted_Cruz,https://www.congress.gov/member/ted-cruz/C001098
522,44,87,Utah,Mike,Lee,Republican,Utah,2011,"June 4, 1971",Senator,Male,https://www.twitter.com/SenMikeLee,https://www.facebook.com/senatormikelee,https://en.wikipedia.org/wiki/Mike_Lee_(U.S._politician),https://www.congress.gov/member/mike-lee/L000577
523,44,88,Utah,Orrin,Hatch,Republican,Utah,1977,"March 22, 1934",Senator,Male,https://www.twitter.com/SenOrrinHatch,https://www.facebook.com/senatororrinhatch,https://en.wikipedia.org/wiki/Orrin_Hatch,https://www.congress.gov/member/orrin-hatch/H000338
524,45,89,Vermont,Bernie,Sanders,Independent,Vermont,2007,"September 8, 1941",Senator,Male,https://www.twitter.com/SenSanders,https://www.facebook.com/senatorsanders,https://en.wikipedia.org/wiki/Bernie_Sanders,https://www.congress.gov/member/bernard-sanders/S000033
525,45,90,Vermont,Patrick,Leahy,Democratic,Vermont,1975,"March 31, 1940",Senator,Male,https://www.twitter.com/SenatorLeahy,https://www.facebook.com/SenatorPatrickLeahy,https://en.wikipedia.org/wiki/Patrick_Leahy,https://www.congress.gov/member/patrick-leahy/L000174
526,46,91,Virginia,Mark,Warner,Democratic,Virginia,2009,"December 15, 1954",Senator,Male,https://www.twitter.com/MarkWarner,https://www.facebook.com/MarkRWarner,https://en.wikipedia.org/wiki/Mark_Warner,https://www.congress.gov/member/mark-warner/W000805
527,46,92,Virginia,Tim,Kaine,Democratic,Virginia,2013,"February 26, 1958",Senator,Male,https://www.twitter.com/timkaine,https://www.facebook.com/SenatorKaine,https://en.wikipedia.org/wiki/Tim_Kaine,https://www.congress.gov/member/timothy-kaine/K000384
528,47,93,Washington,Maria,Cantwell,Democratic,Washington,2001,"October 13, 1958",Senator,Female,https://www.twitter.com/SenatorCantwell,https://www.facebook.com/senatorcantwell/,https://en.wikipedia.org/wiki/Maria_Cantwell,https://www.congress.gov/member/maria-cantwell/C000127
529,47,94,Washington,Patty,Murray,Democratic,Washington,1993,"October 11, 1950",Senator,Female,https://www.twitter.com/PattyMurray,https://www.facebook.com/pattymurray/,https://en.wikipedia.org/wiki/Patty_Murray,https://www.congress.gov/member/patty-murray/M001111
530,48,95,West Virginia,Joe,Manchin,Democratic,West Virginia,2010,"August 24, 1947",Senator,Male,https://www.twitter.com/Sen_JoeManchin,https://www.facebook.com/JoeManchinIII,https://en.wikipedia.org/wiki/Joe_Manchin,https://www.congress.gov/member/joe-manchin/M001183
531,48,96,West Virginia,Shelley,Moore Capito,Republican,West Virginia,2015,"November 26, 1953",Senator,Female,https://www.twitter.com/SenCapito,https://www.facebook.com/senshelley,https://en.wikipedia.org/wiki/Shelley_Moore_Capito,https://www.congress.gov/member/shelley-capito/C001047
532,49,97,Wisconsin,Ron,Johnson,Republican,Wisconsin,2011,"April 8, 1955",Senator,Male,https://www.twitter.com/SenRonJohnson,https://www.facebook.com/senronjohnson/,https://en.wikipedia.org/wiki/Ron_Johnson_(U.S._politician),https://www.congress.gov/member/ron-johnson/J000293
533,49,98,Wisconsin,Tammy,Baldwin,Democratic,Wisconsin,2013,"February 11, 1962",Senator,Female,https://www.twitter.com/SenatorBaldwin,https://www.facebook.com/senatortammybaldwin,https://en.wikipedia.org/wiki/Tammy_Baldwin,https://www.congress.gov/member/tammy-baldwin/B001230
534,50,99,Wyoming,John,Barrasso,Republican,Wyoming,2007,"July 21, 1952",Senator,Male,https://www.twitter.com/SenJohnBarrasso,https://www.facebook.com/johnbarrasso,https://en.wikipedia.org/wiki/John_Barrasso,https://www.congress.gov/member/john-barrasso/B001261
535,50,100,Wyoming,Mike,Enzi,Republican,Wyoming,1997,"February 1, 1944",Senator,Male,https://www.twitter.com/SenatorEnzi,https://www.facebook.com/mikeenzi/,https://en.wikipedia.org/wiki/Mike_Enzi,https://www.congress.gov/member/michael-enzi/E000285
